Participant ID,t2.q18.a1,t2.q18.a1.ch,t2.q18.a1.la,t2.q18.a1.monty,t2.q18.a2,t2.q18.a2.ch,t2.q18.a2.la,t2.q18.a2.monty,t2q18a3,t2.q18.a3.ch,t2.q18.a3.la,t2.q18.a3.monty,t2q18a4,t2.q18.a4.ch,t2.q18.a4.la,t2.q18.a4.monty,t2q18a5,t2.q18.a5.ch,t2.q18.a5.la,t2.q18.a5.monty,t2q1anu,t3q18a1,t3.q18.a1.ch,t3.q18.a1.la,t3.q18.a1.monty,t3q18a2,t3.q18.a2.ch,t3.q18.a2.la,t3.q18.a2.monty,t3q18a3,t3.q18.a3.ch,t3.q18.a3.la,t3.q18.a3.monty,t3q18a4,t3.q18.a4.ch,t3.q18.a4.la,t3.q18.a4.monty,t3q18a5,t3.q18.a5.ch,t3.q18.a5.la,t3.q18.a5.monty,t3q18anu,t2q18b1,t2.q18.b1.ch,t2.q18.b1.la,t2.q18.b1.monty,t2q18b2,t2.q18.b2.ch,t2.q18.b2.la,t2.q18.b2.monty,t2q18b3,t2.q18.b3.ch,t2.q18.b3.la,t2.q18.b3.monty,t2q18b4,t2.q18.b4.ch,t2.q18.b4.la,t2.q18.b4.monty,t2q18b5,t2.q18.b5.ch,t2.q18.b5.la,t2.q18.b5.monty,t2q18bnu,t3q18b1,t3.q18.b1.ch,t3.q18.b1.la,t3.q18.b1.monty,t3q18b2,t3.q18.b2.ch,t3.q18.b2.la,t3.q18.b2.monty,t3q18b3,t3.q18.b3.ch,t3.q18.b3.la,t3.q18.b3.monty,t3q18b4,t3.q18.b4.ch,t3.q18.b4.la,t3.q18.b4.monty,t3q18b5,t3.q18.b5.ch,t3.q18.b5.la,t3.q18.b5.monty,t3q18bnu,t2q19a1,t2.q19.a1.ch,t2.q19.a1.la,t2.q19.a1.monty,t2q19a2,t2.q19.a2.ch,t2.q19.a2.la,t2.q19.a2.monty,t2q19a3,t2.q19.a3.ch,t2.q19.a3.la,t2.q19.a3.monty,t2q19a4,t2.q19.a4.ch,t2.q19.a4.la,t2.q19.a4.monty,t2q19a5,t2.q19.a5.ch,t2.q19.a5.la,t2.q19.a5.monty,t219anu,t3q19a1,t3.q19.a1.ch,t3.q19.a1.la,t3.q19.a1.monty,t3q19a2,t3.q19.a2.ch,t3.q19.a2.la,t3.q19.a2.monty,t3q19a3,t3.q19.a3.ch,t3.q19.a3.la,t3.q19.a3.monty,t3q19a4,t3.q19.a4.ch,t3.q19.a4.la,t3.q19.a4.monty,t3q19a5,t3.q19.a5.ch,t3.q19.a5.la,t3.q19.a5.monty,t319anu,t2q19b1,t2.q19.b1.ch,t2.q19.b1.la,t2.q19.b1.monty,t2q19b2,t2.q19.b2.ch,t2.q19.b2.la,t2.q19.b2.monty,t2q19b3,t2.q19.b3.ch,t2.q19.b3.la,t2.q19.b3.monty,t2q19b4,t2.q19.b4.ch,t2.q19.b4.la,t2.q19.b4.monty,t2q19b5,t2.q19.b5.ch,t2.q19.b5.la,t2.q19.b5.monty,t2q19bnu,t3q19b1,t3.q19.b1.ch,t3.q19.b1.la,t3.q19.b1.monty,t3q19b2,t3.q19.b2.ch,t3.q19.b2.la,t3.q19.b2.monty,t3q19b3,t3.q19.b3.ch,t3.q19.b3.la,t3.q19.b3.monty,t3q19b4,t3.q19.b4.ch,t3.q19.b4.la,t3.q19.b4.monty,t3q19b5,t3.q19.b5.ch,t3.q19.b5.la,t3.q19.b5.monty,t319bnu,t2q20a1,t2.q20.a1.ch,t2.q20.a1.la,t2.q20.a1.monty,t2q20a2,t2.q20.a2.ch,t2.q20.a2.la,t2.q20.a2.monty,t2q20a3,t2.q20.a3.ch,t2.q20.a3.la,t2.q20.a3.monty,t2q20a4,t2.q20.a4.ch,t2.q20.a4.la,t2.q20.a4.monty,t2q20a5,t2.q20.a5.ch,t2.q20.a5.la,t2.q20.a5.monty,t2q20anu,t3q20a1,t3.q20.a1.ch,t3.q20.a1.la,t3.q20.a1.monty,t3q20a2,t3.q20.a2.ch,t3.q20.a2.la,t3.q20.a2.monty,t3q20a3,t3.q20.a3.ch,t3.q20.a3.la,t3.q20.a3.monty,t3q20a4,t3.q20.a4.ch,t3.q20.a4.la,t3.q20.a4.monty,t3q20a5,t3.q20.a5.ch,t3.q20.a5.la,t3.q20.a5.monty,t3q20anu,t2q20b1,t2.q20.b1.ch,t2.q20.b1.la,t2.q20.b1.monty,t2q20b2,t2.q20.b2.ch,t2.q20.b2.la,t2.q20.b2.monty,t2q20b3,t2.q20.b3.ch,t2.q20.b3.la,t2.q20.b3.monty,t2q20b4,t2.q20.b4.ch,t2.q20.b4.la,t2.q20.b4.monty,t2q20b5,t2.q20.b5.ch,t2.q20.b5.la,t2.q20.b5.monty,t2q20bnu,t3q20b1,t3.q20.b1.ch,t3.q20.b1.la,t3.q20.b1.monty,t3q20b2,t3.q20.b2.ch,t3.q20.b2.la,t3.q20.b2.monty,t3q20b3,t3.q20.b3.ch,t3.q20.b3.la,t3.q20.b3.monty,t3q20b4,t3.q20.b4.ch,t3.q20.b4.la,t3.q20.b4.monty,t3q20b5,t3.q20.b5.ch,t3.q20.b5.la,t3.q20.b5.monty,t3q20bnu,t2q21a1,t2.q21.a1.ch,t2.q21.a1.la,t2.q21.a1.monty,t2q21a2,t2.q21.a2.ch,t2.q21.a2.la,t2.q21.a2.monty,t2q21a3,t2.q21.a3.ch,t2.q21.a3.la,t2.q21.a3.monty,t2q21a4,t2.q21.a4.ch,t2.q21.a4.la,t2.q21.a4.monty,t2q21a5,t2.q21.a5.ch,t2.q21.a5.la,t2.q21.a5.monty,t2q21anu,t3q21a1,t3.q21.a1.ch,t3.q21.a1.la,t3.q21.a1.monty,t3q21a2,t3.q21.a2.ch,t3.q21.a2.la,t3.q21.a2.monty,t3q21a3,t3.q21.a3.ch,t3.q21.a3.la,t3.q21.a3.monty,t3q21a4,t3.q21.a4.ch,t3.q21.a4.la,t3.q21.a4.monty,t3q21a5,t3.q21.a5.ch,t3.q21.a5.la,t3.q21.a5.monty,t3q21anu,t2q21b1,t2.q21.b1.ch,t2.q21.b1.la,t2.q21.b1.monty,t2q21b2,t2.q21.b2.ch,t2.q21.b2.la,t2.q21.b2.monty,t2q21b3,t2.q21.b3.ch,t2.q21.b3.la,t2.q21.b3.monty,t2q21b4,t2.q21.b4.ch,t2.q21.b4.la,t2.q21.b4.monty,t2q21b5,t2.q21.b5.ch,t2.q21.b5.la,t2.q21.b5.monty,t2q21bnu,t3q21b1,t3.q21.b1.ch,t3.q21.b1.la,t3.q21.b1.monty,t3q21b2,t3.q21.b2.ch,t3.q21.b2.la,t3.q21.b2.monty,t3q21b3,t3.q21.b3.ch,t3.q21.b3.la,t3.q21.b3.monty,t3q21b4,t3.q21.b4.ch,t3.q21.b4.la,t3.q21.b4.monty,t3q21b5,t3.q21.b5.ch,t3.q21.b5.la,t3.q21.b5.monty,t3q21bnu
236022,Everyone treated on an equal level,3,3,,Choice of subjects willbbe same for all,3,3,,No difference between vocational & grammar level,"3,5",3,3,NA,92,92,,NA,92,92,,3,Everyone is taught the same,3,3,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,,Take away a single schools identity,"9,6",9,9,Lower standards for more capable children,2,2,,No-one will have freedom of choice as to level of education they deserve,2,1,2,NA,92,92,,NA,92,92,,3,Smater kids won't be pushed on,2,2,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,,Safe environment to start school (primary),"4,5,6",1,4,The teachings and values of their religion,"7,6",6,"6,7",Family values,6,6,,School traditions,6,1,6,School pedigree,"6,2",1,1,5,Staying with their own beliefs,6,6,,Keep history going,6,6,,NA,92,92,,NA,92,92,,NA,92,92,,,Community relations,4,4,,They way our society is heading,90,4,4,To encourage children to embrace the other community,4,4,,NA,92,92,,NA,92,92,,3,Do away with Protestant Catholic thing,4,4,,Forget about religions,5,4,5,NA,92,92,,NA,92,92,,NA,92,92,,2,"To encourage compitions and to make everyone seen, as if no difference",4,3,3,They didn't want their children being taught with other religious communities,c3,c4,c3,NA,92,92,,NA,92,92,,NA,92,92,,2,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,,Would be dsruptive,1,4,1,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,1,May end the sectarian divide,90,"90, 93",90,Both would avail of substantial funding,1,1,,NA,92,92,,NA,92,92,,NA,92,92,,2,Stop testing in P7. No pressure of exams,3,3,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,,Religion,90,90,,Family tadition (going to school in the past),6,6,,Schools identity,6,6,,NA,92,92,,NA,92,92,,,Want a choice of grammar or main stream school,5,3,5,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,1
282085,More subjects,2,2,,Equal transport,"1,3",3,"1,3",Equal options,3,3,,Equal teaching ability,3,3,,NA,92,92,,4,Parents don’t want to accept that their child is different and would want everyone to be treated the same,"c6,93",3,3,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,1,Religion,3,"3,4",3,Sharing school,"2,1",94,94,Sharing campus,"1,2",94,1,Travel,1,1,,NA,92,92,,3,"children need different types of school, especially special needs",2,1,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,,Religion guidance,7,6,6,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,1,Don't want to loose their religion,"6,7",6,7,Need the input from schools to hwelp children understand their religion,7,7,,NA,92,92,,NA,92,92,,NA,92,92,,2,Money,1,1,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,,To break the relgious divide,4,4,,Get to know other cultures,4,4,,NA,92,92,,NA,92,92,,NA,92,92,,,Understanding of eachother,4,4,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,,Learn to make friends not enemies,4,4,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,,Not understanding of eachother,"4,5",3,4,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,1,Afraid of change,4,3,"4,5",Power to dominate their children,"8,3",8,8,NA,92,92,,NA,92,92,,NA,92,92,,2,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,,Do away with 11+,3,4,4,Rather doing exams at 11 do them at 14,3,3,,NA,92,92,,NA,92,92,,NA,92,92,,2,Upset and change,3,4,3,Stress to child,3,3,,NA,92,92,,NA,92,92,,NA,92,92,,2,"Why fix that which is not broken, the system is workin well at present",5,5,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,
131229,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,
225108,Same standard,3,3,,Same choice,3,3,,NA,92,92,,NA,92,92,,NA,92,92,,,If they disagree with the 11+,"3,5",5,5,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,1,Standard reduced,2,2,,Potential of children not reached,2,2,,NA,92,92,,NA,92,92,,NA,92,92,,,Because going from the capable to uncapable children and he more capable child willdrop,2,2,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,,Depends  on their experience in life,3,94,94,Home environment,6,94,6,NA,92,92,,NA,92,92,,NA,92,92,,2,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,,To change the situation we are in today,4,94,,Lss threat,4,94,4,NA,92,92,,NA,92,92,,NA,92,92,,2,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,,It should not matter,4,3,4,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,1,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,,Children are older before they are separated,3,3,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,,Children are used to the 11+ system,"6,5",5,5,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,1
234081,So less academic children have a chance,3,2,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,,Academic snobbery,6,6,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,,Not enough specialist teaching,2,2,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,,Fear,"4,5",4,4,bigotry,3,3,,NA,92,92,,NA,92,92,,NA,92,92,,2,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,,Hope for a better future,4,4,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,,Better chance of peace in the future through more understanding,4,4,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,,Good for children to mix with other religion,4,4,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,,Could be disruptive to some schools,1,4,1,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,1,To stop selection at age 11,3,3,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,,To keep grammar schools alive,"6,2",90,5,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,1,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,
165141,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,,Everybody is individual,2,94,2,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,1,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,,Confirmation etc. e.g. Special days,1,1,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,,Children would mix more,4,4,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,,To get children to mix together,4,4,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,,Traditions,8,8,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,,When they get older they can make up their own minds,3,3,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,,Tradition,6,6,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,
224162,That all children receive the same standard of education,3,3,,That all children are seen as individuals,"5,2",5,4,The choices are readily available in parent/pupil decision,2,1,1,The colaboration of one or more schools is in everyone's best interest,94,94,,NA,92,92,,4,Because it's an equal balance of curriculum,3,3,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,,That less academic is less of a challennge,2,2,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,,That it enhances their roots and background beliefs,6,6,,That it will cause less segregation,c4,c4,,NA,92,92,,NA,92,92,,NA,92,92,,,That it keeps their single identity,6,6,,Keep their own faith,"6,7",6,6,NA,92,92,,NA,92,92,,NA,92,92,,2,It would encourage more understanding of eachother,4,4,,It would deliver an equally balanced level of education,3,3,,It ould help break down the divide of conflict,4,4,,NA,92,92,,NA,92,92,,,That it woulld decrease the level of discrimination,4,4,,Make people aware of their culture,4,4,,NA,92,92,,NA,92,92,,NA,92,92,,,It would build on a better future,4,5,5,It would encourage children to work together,4,4,,It would deliver the equality of education being offered,3,3,,It would work both to the advantage of economic growth,1,1,,NA,92,92,,4,Cause less division,4,4,,Build friendship,4,94,4,NA,92,92,,NA,92,92,,NA,92,92,,2,That schools should remain single identity,8,8,,That the Churche's would have less of a say in teaching,8,8,,It could encourage segragation,"4,6",4,4,NA,92,92,,NA,92,92,,3,Takes away the fact that there is a single identity,8,8,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,,Cause it gives the younger children better education,2,2,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,,That the children too young at seven,3,3,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,
256042,It would give each school enough pupils,1,1,,Children would learn more,2,2,,People would get on better,4,4,,NA,92,92,,NA,92,92,,,Every person gets a choice,3,2,,Makes people they can't do a thing,91,91,,NA,92,92,,NA,92,92,,NA,92,92,,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,,their children could do better at a grammar school,6,2,2,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,1,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,,"Stop all the fighting and arguing, help make a better world",c4," 4,5","4,5",NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,1,The children would get on better,4,4,,They would learn more about eachother,4,4,,NA,92,92,,NA,92,92,,NA,92,92,,,Some people think people would still argue over religion,4,91,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,1,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,,Fear of the past,4,c3,c3,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,1,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,,Making change. Help people get on together,c5,c4,c5,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,1,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,,A better age to help eachother learn,3,3,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,
234109,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,,All children mixing together,"4,3",4,4,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,1,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,,Kids have different levels of abilities,2,2,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,,So they can be taught teir own religion,7,6,7,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,1,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,,Far better chance of peace in NI,4,4,,Better understanding foe kids,4,4,,NA,92,92,,NA,92,92,,NA,92,92,,,Religion sahould not be applied in schools if the children doesn't want have religion in,90,90,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,,Children are too young at 11 and at 14 they are just getting to know how to study,3,3,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,,12-14 too old to be mixing with younger kids,4,3,4,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,1
274089,More choice for the students,2,2,,respect other denominations,4,4,,More money would hopefully come to the schools,1,1,,Teachers more a flexability of learning,2,2,,That students would know about eachother,"4,5",4,4,5,To be more equal,3,3,,No favouritism,3,3,,NA,92,92,,NA,92,92,,NA,92,92,,,Want them to retain their faith schools,"9,3",3,3,Would not want to know about facing reality,3,91,3,Wish to be ignorant of change in our society,3,3,,Wouldn't have the interest in the students,"2,9",2,2,NA,92,92,,1,Better jobs for brighter children,"2,90",9,9,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,1,Giving up their religious beliefs,6,6,,It is not the way forward,c4,94,94,Held down in old traditions,"3,6",6,6,NA,92,92,,NA,92,92,,3,Into the history of 30 years,"4,3",94,94,Not trusting eachother yet,"3,4",3,3,NA,92,92,,NA,92,92,,NA,92,92,,2,It is the way forward,4,94,94,time for change,4,4,,Learn to respect other beliefs and cultures,4,4,,Widen their horizon,4,94,4,Help the whole community,4,4,,5,They are starting to realise there is another side to life,4,94,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,1,Learn to respect,4,4,,More competition,"2,90",1,2,Make more sense to be used be building more wisely,1,1,,NA,92,92,,NA,92,92,,3,Time for change,4,4,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,,Would want to see people getting on,4,94,4,Everyone should stay separate,94,94,,NA,92,92,,NA,92,92,,NA,92,92,,2,Back to old ages,3,8,8,To much sectarian divide,3,4,4,NA,92,92,,NA,92,92,,NA,92,92,,2,Getting more out of the children,"3,2",94,3,Making most out of education,2,2,,NA,92,92,,NA,92,92,,NA,92,92,,2,Saving money,1,1,,Trying to move ahead with exams,3,94,94,NA,92,92,,NA,92,92,,NA,92,92,,2,Closing down rural schools,1,1,,No jobs left for young people,90,1,1,NA,92,92,,NA,92,92,,NA,92,92,,2,They don't want change at the moment,5,5,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,
201121,All children work together,"4,5",94,4,Be taught the same subjects,3,3,,NA,92,92,,NA,92,92,,NA,92,92,,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,,Brighter pupils need different teaching,2,2,,My child will be held back,1,2,,NA,92,92,,NA,92,92,,NA,92,92,,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,,Only mix with their own religion,"3,6",6,3,Be taught what their Church says,3,6,,So as not to be brainwashed,"90,6",6,6,NA,92,92,,NA,92,92,,3,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,,Getting to know both religions,4,4,,Learning that they are the same,4,3,,Being friends with eachother outside school,4,4,,NA,92,92,,NA,92,92,,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,,To show that they are the same academically,4,3,3,To allow them to interact with eachother,4,4,,So as to get to them better,4,94,2,NA,92,92,,NA,92,92,,3,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,,So as not to be whitewashed against their own religion,8,8,,They would have nothing to offer my child,90,1,3,NA,92,92,,NA,92,92,,NA,92,92,,2,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,,Too young to decide what to do at 11 years old,3,3,,So as not to do the 11+ exam,3,4,3,More mature at 14 to decide on their future,3,3,,Continue with a broad balanced curriculum,2,2,,NA,92,92,,4,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,,Child should be directed at eleven yrs to new school,94,3,3,"If child is academic, better start them at 14 years",c3,3,3,waste of a few years when they could be working towards their future,"2,3",4,3,NA,92,92,,NA,92,92,,3,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,
236113,Equality of access,3,3,,Education is holistic not just based on ability,"2,5,4",2,3,Reflects community around us,"2,4,5",4,4,Avoids feeling/perception of failure,5,2,5,NA,92,92,,4,Equality reasons,3,3,,Same opportunities for all,3,3,,NA,92,92,,NA,92,92,,NA,92,92,,,Build fabric of our society,8,8,,Why change something which is not broken,1,1,,Lower academic standards,2,2,,Drags back 'elite',2,6,2,NA,92,92,,4,Better pupils would not progress,2,2,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,,Our education is better,2,2,,Parental choice,94,1,1,They' wouldn't want it,94,94,,We don't want it,94,94,,NA,92,92,,4,No one in favour in our group,91,91,,Suppose religious ed could only be taught to children on one religion,c90,7,7,NA,92,92,,NA,92,92,,NA,92,92,,2,Good for EMU,4,1,1,Address issues of sectarianism,4,4,,All round education,"2,4",2,2,Help NI to progress,4,4,,NA,92,92,,4,Better all round,4,94,,No reason not to do that,94,94,,Children would learn to mix better,4,4,,NA,92,92,,NA,92,92,,3,Good to see them mix,4,4,,EMU,4,,,Makes economic sense,1,1,,No threat to either community,"5,4",4,4,Help both institutions,2,1,1,5,It suited needs,91,94,1,Whatever benefited children should be done,94,94,,NA,92,92,,NA,92,92,,NA,92,92,,2,Tokenism,"6,3,93",90,"3,93",Waste of time,6,1,1,No real need for it,"1,8",1,1,Been working without it,8,1,,NA,92,92,,4,No disagreement in our group,91,91,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,,Academic selection too young at 11,3,3,,Suit children more,3,3,,Suit society more,90,94,94,NA,92,92,,NA,92,92,,3,Better theie seperating at 11,3,3,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,,System already works,5,5,,We like our schools as they are,5,5,,Cost too much,1,1,,NA,92,92,,NA,92,92,,,7 too young for a move,3,3,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,
